X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,target
-0.9652231364698942,0.9151664330327982,0.03512252329727328,-0.11799229733786581,0.92105281885023,0.8859821807520223,0.8128915112627733,-1.5788027840432852,-1.8478707041532205,-0.09207096015331212,0
0.49584430090737996,-0.3716342058917997,1.055949316534729,2.2192314653399396,1.6268151062992038,0.3256405432201165,0.5836996409475376,0.953289840953314,1.2921425791551662,1.2525704895059933,0
0.4427599461631164,1.1448339682803121,1.2525172311182227,-0.02946040333786576,-0.8068784786202627,-0.6036668207469821,0.3503619250207636,1.813237813343325,2.606805779048031,1.903460279191401,1
1.7321709743447111,1.0224282960735738,0.3075866010158637,-1.3236896454760383,0.4142348554329639,0.9513525870058082,1.8388862632805738,1.7300639382472034,0.5852567286190211,0.1062200962274901,1
1.0301224502520885,1.0725462629753495,0.9835132520244187,0.5209694336259563,0.3441163676780813,0.8754413316879461,1.0218084154362852,-0.21945640270844435,0.19732413641939817,1.5295330196539192,1
-1.731172639020223,-0.8797437090249624,-0.8674432922013491,-0.8901402061772592,-1.576372302445392,-1.389564964123243,-1.0329363232788245,0.3224565498622008,2.061759891008436,0.960918765662236,0
0.9314734664212077,-0.14474027106760456,-0.36777735548923157,0.3177672860014893,-1.2480285700410048,-0.14684985913617196,-1.6194549580119562,-1.0841568795264775,0.4392580417139817,0.3078510581996513,1
1.1182698380697276,0.6381841378249602,-0.5510124075163394,0.8806797700007973,2.4414276666579324,1.2270561660995691,1.5157794378867704,2.7678011811059307,-0.005486397692243808,-0.3699377387856351,1
1.6287133116964452,-0.22675940104200815,-0.6232241485790486,-0.5639463359161883,-0.07642674114976983,-0.6908672080022484,0.19943283863775974,0.36626753775668375,-0.06195411990218809,1.3267113001488717,0
-0.6204159645909211,-0.22112302242450754,-0.11707979660649775,-0.1049677680180578,0.5158370440099931,0.6726843512226323,-0.31476938639545493,-1.651862978960179,-0.7680398306741856,-0.9664815917437354,1
