X1,X2,X3,X4,X5,target
0.2720579266899148,0.08413189174109215,1.3139808159259123,1.792828760177382,1.452783278368431,1
0.6641751241049558,-0.2490292495056901,-0.7015789136809693,0.3772057081241129,0.43669327930943846,0
0.24400459240773154,-1.0373132151007185,-0.6036704927459347,-0.8962843101448588,-1.2808233814256145,1
1.1221717995100602,0.4018811049634171,0.3281470276424136,-0.5876519290304316,-0.9758561233389165,1
1.7207180439394434,0.2861596279996019,-1.1614619150988625,-0.6904186189400158,0.030762910376617048,0
-0.0648962507467552,-1.1278120852489142,-0.7379106811046621,-0.41584529413782256,0.6615641123165505,1
1.2816602090195621,0.9532218392905711,0.5430875547919368,-0.16903611654964212,-0.16402463181474708,1
0.04125464891705219,0.2515054061043041,-0.9461003182928023,-0.10785976909288696,0.41482727801744784,0
0.4083315254999731,-0.010879185356872378,0.597640166517371,0.18437997795886538,-0.2356857030152772,1
-0.260646713836036,0.44184955436785667,-0.3917026929630989,0.07245159006703511,0.48704795519499094,0
-1.2097311773518131,-0.4372105486789496,0.6304817558671938,-0.82853733516214,-0.8444922031045213,0
1.6665195235847938,1.1726560878565548,0.6336584629570277,0.6455622881661122,-0.054537454994545376,1
0.8445290183037505,0.8801305315479179,0.7194532254678823,0.3752403038093839,-1.2660128896797171,0
0.8330403636414961,-0.07713979226029846,0.2925135353457842,0.03915169720852453,0.844029693212482,0
-0.9713914122651193,-0.43894033870869376,-0.3077016807194335,1.4793598901667853,0.913794131206758,0
0.9551529644638429,0.7731312933208431,0.5250623283041957,0.4697705911339208,0.6660963489015443,1
0.4348189059791693,-0.7765725146610127,0.27937678162948437,-2.028480420364491,-1.7565297130359296,1
0.07423396698415241,0.030990122779521623,-0.7685195335125452,-1.2483959493209578,-0.658882711834757,0
1.437868555401492,1.2171590269823809,0.6248300509142559,0.164759332639626,1.9572465288254657,1
2.2380026448009978,-0.4691145182804634,-0.3948097785722228,-0.41780362078418326,-1.0060077918134134,0
0.06955907111780119,0.2584938265053647,1.7854036814402934,0.9586815635790229,1.0375860979793912,0
